38,28,38,29,27,26,40,28,26,59,34,28,27,45,27,27,27,29,41,27,27,46,27,27,45,28,26,28,28,39,27,27,27,27,44,27,27,45,28,39,28,26,47,30,34,28,39,33,81,52,73,33,44,28,28,52,54,40,34,32,29,27
45,28,27,45,28,39,27,27,35,44,26,28,28,34,27,27,28,26,43,28,27,44,27,41,27,28,45,27,38,31,81,38
29,28,43,29,38,28,27,44,28,27,27,27,42,28,27,46,27,28,44,27,28,48,38,41,28,43,77,53
29,39,27,28,45,27,40,27,39,27,28,46,27,27,45,27,28,46,28,27,42,27,41,52,30,81,59
