38,26,27,26,27,45,27,26,27,37,26,27,26,27,44,27,26,27,26,44,27,28,27,27,26,27,26,27,26,43,27,39,26,25,34,33,26,56,28,25,45,47,40,30,36,26,81,42,52,64,53,48,32,26,42,28,38,28,40,28,28
28,42,27,27,26,26,44,27,26,27,27,43,27,26,28,26,44,26,27,27,27,42,27,40,27,40,37,27,29,82,41,64,39,28,61,93,29,36,27,55,34,28,40,31,68,42,76,37,28,28,27,29,50,31,36,29,53,30,39,28,28,44,28,39,50,28,38,28,28
27,43,26,26,27,26,27,26,43,26,39,27,26,26,28,44,26,27,26,26,44,29,40,29,76,75,66,36,33,62,65,39,28,54,28,41,28,48,58,71,45,27,28,55
28,27,42,27,27,27,26,44,27,27,26,26,43,27,27,26,26,44,26,27,26,27,43,37,30,51,26,81,44,52
