40,27,27,46,28,38,28,27,42,48,27,26,27,71,27,26,54,30,27,27,64,27,27,67,71,28,27,77,77,27,27,78,30,156,27,41,27,28,81,92,73,44,28,55,30,36,28,39,27,40,27,39,29,55,50,33,118,32,34,28,40,28,28,44,28,58,41,40,30,69,44,39,27,28,46,29,38,27,37,28,28,46,28,28,44,30,42,79,37,46,29,26,44,28
28,35,27,28,37,42,26,28,26,28,41,27,28,27,27,41,28,27,45,28,26,46,28,27,45,28,27,45,27,41,30,80,79,45,51,105,28,46,29,54,29,40,28,72,43,29,60,35,33,28,56,50,31,36,28,37,28,28,45,28,28,49,28,30,28
39,28,27,39,27,28,27,28,27,28,27,41,28,27,45,27,27,27,28,41,27,38,29,62,27,28,51,79,58,114,37,83,29,74,90,28,132,29,37,98,44,81,131,37,81,48,57
28,38,27,27,27,27,43,27,27,46,27,28,45,27,27,46,27,27,46,30,51,28,83,41,75,47,53,60,40,73,40,53,43,29,28,41,30,59,39,91,39,28,28,37
