28,28,44,27,27,26,27,43,27,28,44,28,26,27,27,43,27,28,44,27,27,28,26,41,27,27,39,41,27,27,45,48,28,26,29,26,46,26,41,27,27,45,31,34,28,87,53,81,63,41,48,32,28,41,28,38,28,40,28
28,26,45,27,27,28,27,43,27,27,46,27,27,27,26,42,27,27,34,46,27,27,27,51,30,76,45,49
44,28,40,28,27,26,27,42,28,26,47,26,28,45,27,27,35,45,28,27,49,28,30,81,44,58,65,93,30,28,39,28,55,29,39,29,69,46,72,36,29,29,38,32,51,30
30,28,43,27,27,45,28,27,45,28,26,46,28,26,28,27,41,28,39,27,28,43,30,83,38,76,56,28,59,68,62,29,40,28,27,45,30,53,39,59,38,29,28,41,28
