38,27,27,27,27,44,28,26,28,26,41,27,26,28,26,44,27,27,27,26,45,27,27,44,28,26,50,29,34,42,45,25,28,45,28,81,56,32,51,84,28,55,29,38,27,29,43,28
47,27,27,45,27,28,44,27,27,27,37,28,39,26,27,28,27,41,27,28,27,27,41,30,35,29,78,47,77,54,68,66,33,27,39,28,54,29,49,30,55,73,35,48,28,37,67,31,37,28,29,42,27,29,44,28,28,45,29,28,44,28,27,44
28,27,45,28,27,46,27,27,27,36,27,27,27,27,41,27,27,27,27,42,26,28,27,26,42,27,27,39,41,26,28,44,36,26,28,34,45,28,27,28,26,41,28,27,44,28,41,38,87,45,59,40,63,53,78,36,29,36,52,28,39,29,70,37,62,42,43,28,28,48
28,27,45,27,28,43,28,27,27,27,43,27,37,27,41,27,27,35,28,28,27,45,38,29,30,83,42,48,58,65,94,30,29,37,29,54,30,38,30,54,35,81,38,28,36,28,38,31,35,29
