37,28,27,45,28,28,46,27,37,27,28,26,28,43,27,28,43,28,28,43,28,27,38,43,26,28,42,46,27,27,27,43,27,28,46,27,28,43,28,41,81,50,93,35,39,29,55,29,38,28,28,45,28,39,29
40,27,28,46,28,27,45,27,39,28,27,45,27,28,45,28,43,27,28,39,27,28,28,56,28,29,62,43,56,47,38,69,29
45,27,27,27,28,42,27,28,44,28,28,44,28,27,45,27,27,27,28,41,28,38,37,30,93,30,47,86,28,30,58,65,46,29,48,41,28,29,43,39,78,50,30,36,29
45,27,27,28,28,41,27,28,45,27,27,46,27,28,45,27,37,27,42,27,43,38,43,28,42,79,53
