29,36,28,41,27,28,43,27,41,27,39,28,27,45,28,27,43,27,27,29,27,40,28,28,39,42,27,46,27,27,27,59,28,27,33,26,28,44,31,34,28,84,40,53,72,57,28,38,28,56,32,28,29
45,28,38,29,27,45,27,28,45,28,27,45,28,27,44,28,40,28,27,43,29,27,46,27,27,46,27,27,46,28,27,43,30,116,36,66,38,31,54,77,37,30,53,30,38,28,43,50,60,51,28,28,45,31,51,30,38,29,28,43,29,29,42,29,29,42,28,29,43,28,29
44,28,27,46,28,27,45,28,26,46,28,27,44,27,40,28,27,44,27,28,39,44,26,28,43,28,45,75,53
40,27,28,45,27,27,46,27,27,46,27,28,44,28,27,46,27,27,46,27,39,31,34,27,43,80,37,107,37,58,33,79,28,41,48,33,27,41,29,54,42,39,89,38,44,48
