28,27,27,26,41,27,27,27,26,45,27,26,28,26,43,28,25,46,27,27,27,26,45,26,27,27,26,42,31,51,27,41,32,40,100,45,96,30,44,29,35,34,35,64,28,39,29,27,45,29
37,28,39,27,26,27,27,42,27,26,26,26,45,26,27,37,44,28,39,28,26,46,27,40,27,27,27,26,43,27,27,27,27,40,28,40,28,76,47,59,64,96,29,34,28,27,29,34,29,36,30,109,45,49,35,28,39,32,49,31,38,28,27,46,28,27,44,28,28,44,28,28,44
46,27,27,27,36,27,26,27,26,44,27,26,27,26,43,27,26,27,26,45,28,38,37,30,90,30,46,36
43,27,42,26,26,27,27,43,28,26,27,27,44,26,27,45,28,26,36,44,27,26,43,36,27,27,35,53,27,30,34,30,79
