35,27,26,28,27,43,27,27,45,27,27,27,28,41,27,27,28,36,27,27,50,44,43,40,183,41,45,32,32,35,29,38,31,36,30,35,30,29,43,30,36,29,29,42,30,29,41,28,40,29,30,70,36,32,35,30,30,41,32,66,33,53,30,60,43,32,35,47,35,30,29,42,30,29,41,30,37,28,37,29,30,42,33,32,28,30,44,50,30,28,42,29,30,41,30,30,39,31,35,43,30,45,31,34,30,29,43,30,36,31,30,40,30,35,31,30,39,30,29,42,30,29,41,30,29,42,29
57,184,36,52,36,29,29,40,28,38,30,61,30,46,30,29,55,35,31,37,31,36,30,37,64,52,32,29,38,34,33,30,35,31,38,49,31,29,40,31,37,31,34,32,30,40,30,37,30,35,40,45,28,30,40,30,29,42,30,37,29,30,40,34,31,31,29,43,30,30,39,31,36,30,31,40,30,35,31
39,28,26,46,27,28,45,28,27,45,28,27,46,27,28,45,27,39,27,39,27,28,41,36,35,193,28,45,41,33,44,30,36,30,40,52,46,29,30,40,31,52,49,49,37,29,39,48,30,36,30,30,40,30,68,34,32,35,50,31,30,40,31,36,31,36,29,30,42,30,35,42,29,47,30,29,40,31,37,30
39,57,186,32,52,38,46,30,30,41,30,61,31,44,31,30,56,50,51,49,32,50,31,35,30,70,36,49,32,35,31,31,38,50,30,30,40,31,30,39,30,30,39,43,31,44,30,30,39,32,29
