47,27,29,44,27,28,44,28,37,28,29,45,29,28,43,28,28,43,28,49,43,50,180,43,40,35,31,30,30,43,30,31,39,30,29,41,31,29,40,30,31,39,31,29,40,29,30,41,29,35,31,38,31,30,40,30,29,40,31,59,32,68,44,50,48,35,31,36,30,36,31,36,31,32,37,31,67,34,32,36,35,48,32,36,47,33,34,30,39,30,37,31,31,38,31,35,30,35,43,42,32,34,31,36,32,30,31
56,181,39,52,35,48,30,30,39,32,60,36,39,29,38,34,65,34,33,35,64,50,34,34,32,34,31,36,33,36,30,36,31,33,32,30,40,31,31,38,31,36,31,30,39,43,31,43,30,30,40,31,31,36,31,38,30,30,39,32,31,37,32,29,37,31,30,42,30,36,30,37,31,30,39,31,30
38,49,171,42,49,32,31,30,39,31,37,31,67,30,42,48,31,67,34,33,51,32,31,78,40,34,32,35,31,37,31,31,36,31,36,32,36,31,36,30,31,38,31,30,38,44,32,43,30,30,40,32,30,37,30,39,30,30,39,49,31,30,40,35,49,31,30,39,30,31,38,32,30,39,31,31,38,31
40,54,181,40,52,36,48,30,31,39,32,60,31,44,30,31,56,49,50,50,32,30,73,42,39,51,49,30,31,39,32,35,50,31,30,39,31,31,38,31,30,39,31,32,37,31,34,43,32,43,31,29,41,31,36,31,29,39,31,30,37,32,31,38,31,31,39,31,32,29,42,31,31
