39,28,27,45,27,28,45,27,28,46,28,28,44,28,27,45,27,29,44,31,51,30,194,43,52,40,36,30,44,29,36,30,37,30,30,42,30,30,39,30,36,30,30,41,30,29,41,30,36,30,30,39,30,30,42,29,38,30,39,55,41,30,62,41,32,36,31,34,30,30,40,30,38,31,32,64,40,34,31,33,30,38,30,30,41,32,34,51,31,30,30,42,31,35,32,33,44,42,31,35,30,37,30,37,30,35,31,30,40,31,30,39,32,30,38,30,31,40,30,30,40,29,37,30,31,40,30,29,39,30,30,41,30,30,40,30,29,41,29,38,30,29,39,35
39,29,180,41,52,38,45,30,29,42,31,59,31,45,30,34,31,56,69,38,42,46,53,33,31,37,47,30,40,30,30,30,41,30,30,41,49,30,30,41,30,38,31,35,31,34,42,30,44,31,30,42,31,29,39,29,36,30,38,35,30,30,38,30,37,30,30,41,31,29,39,31,36,31,30
39,46,172,42,51,32,29,30,43,29,30,40,58,31,45,30,30,69,33,37,33,33,38,47,49,33,69,36,46,31,36,31,34,51,33,32,36,32,29,40,30,30,39,32,34,42,30,46,31,30,39,31,36,30
39,56,181,38,52,36,31,31,30,39,32,41,53,41,30,30,55,51,51,50,31,31,39,49,31,68,34,32,35,30,34,32,30,39,52,49,31,31,39,49,30,31,39,51,42,31,44,30,31,31,41,32,33,31,30
