39,27,28,45,27,40,27,27,45,28,27,46,27,28,45,28,28,42,28,27,47,30,36,28,39,28,27,45,28,39,27,28,45,28,28,44,29,38,28,27,44,29,39,27,28,43,30,38,29,28,43,28,39,28,29,193,31,51,41,29,31,30,28,43,30,30,39,30,30,41,30,30,39,31,30,39,31,29,39,30,30,40,30,29,42,30,29,41,31,35,30,36,33,62,32,61,46,33,36,31,36,31,32,33,35,31,37,32,33,30,38,29,29,41,30,38,30,30,40,29,38,31,34,31,31,40,30,37,31,68,45,32,40,38,31,48,31,33,36,31,30,39,49,31,30,40,50,31,35,34,33,30,31,39,31,30,39,31,37,30,35,32,28
31,204,39,42,49,31,37,31,36,31,60,32,44,30,30,56,51,51,49,31,31,53,32,35,31,69,34,31,36,32,37,30,30,39,31,33,33,32,37,33,33,30,30,41,31,36,30,35,31,30,40,31,34,52,30,36,30,30,40,51,31,31,38,30,30,40,31,30,37,31,31,39,31,30,40,31,29,39,31,36,31
44,30,185,39,46,49,30,30,41,29,30,41,51,48,32,29,56,49,50,66,57,44,31,30,55,31,45,43,31,30,38,31,31,39,32,51,32,31,30,40,50,31,36,31,33,44,31,45,30,31,30,40,32,37,30,29,40,31,29,40,31,30,38,31,36,30,30,41,32,30,37,31,30,39,32,35,31
45,39,30,185,36,51,36,46,31,30,40,31,51,33,68,32,35,54,40,68,59,50,46,33,51,33,32,33,30,30,39,31,31,41,49,31,31,38,30,37,30,30,41,50,31,52,43,32,30,45,31,31,38,31,29,40,32,35,31,30,39,30,37,35,48,31,31,39,49,31,30,30,43,31
