28,26,46,27,27,27,27,41,28,27,27,28,38,28,27,28,26,42,27,27,28,27,43,65,40,181,47,34,34,28,29,41,29,39,29,37,29,28,43,29,38,29,29,43,29,36,30,37,29,30,41,30,28,43,28,30,41,30,28,43,29,35,32,62,30,46,30,67,34,32,47,40,28,30,40,68,31,32,35,34,29,39,29,35,34,35,31,34,30,37,29,39,29,30,42,30,36,30,36,32,34,43,29,46,30,34,30,29,43,30,37,30,28,41,31,29,41,29,31,40,30,29,42,30,36,29,30,42,29,37,29,28,43,31,28,41,30,29,42,29,29,41,30,29
54,181,40,52,34,30,29,39,30,37,30,61,55,37,31,29,42,31,35,48,33,51,32,61,37,38,30,29,40,31,36,32,33,32,36,32,35,30,30,39,30,29,42,31,36,42,29,46,29,30,41,31,28,41,29,38,29,28,42,31,37,30,29,40,34,34,30,29,41,30,36,31,28,42,29,29,42,30
50,181,36,45,50,30,29,43,29,28,42,50,31,35,31,36,31,54,47,32,37,30,52,32,42,65,44,32,30,56,31,36,30,30,39,31,29,41,30,29,41,30,30,40,30,34,43,29,30,29,29,42,31,28,41,31,37,29,29,41,29,29,42,30,29
39,28,184,39,49,37,48,31,31,37,31,60,31,46,29,29,41,31,70,33,67,36,47,49,32,33,32,36,32,34,30,38,30,30,38,32,30,40,30,30,40,31,30,39,31,35,31,34,43,30,47,31,35,30,29,40,30,38,30,29,39,35,32,32,31,36,30,30,41,31,35,30,30,42,31,29,40,30
