41,26,27,27,27,43,26,28,26,35,27,40,27,27,27,27,43,27,28,44,27,27,27,27,43,27,27,26,27,43,27,27,26,28,42,27,26,47,29,200,36,43,42,35,31,29,28,43,30,37,29,28,43,29,38,29,29,42,29,29,43,29,38,29,36,28,39,28,40,29,36,28,28,44,29,29,42,52,64,36,50,48,63,37,51,32,30,30,40,30,39,30,37,29,28,42,29,38,28,29,43,29,37,30,36,30,29,42,28,39,30,36,30,35,32,29,42,42,41,30,37,29,30,41,29,29,40,29,39,30,28,43,30,30,39,29,30,41,30,29,41,29,29,42,30,37,29,28,43,29,29,42,29
31,51,29,177,46,42,28,46,30,37,29,30,40,30,49,39,29,29,53,40,31,31,38,30,39,81,51,49,29,37,29,29,40,32,37,29,29,40,29,29,44,29,37,30,37,29,36,31,29,41,43,29,45,30,35,29,29,44,29,37,29,29,42,34,34,30,29,40,30,37,30,29,42,28,29,43,29,29,39,29,29,44,30,30,40,29,29,43,30
39,28,174,38,45,49,29,28,43,29,37,31,58,30,48,29,29,55,37,31,34,31,38,49,47,64,40,31,30,37,30,39,29,30,38,31,37,30,38,34,31,32,40,48,42,35,29,42,30,30,40,31,36,30,35,31,28,42,31,29,40,32,34,31,29,41,31,35,30,30,41,30,37,29,37,30,36,30,29,42,30
37,50,34,165,41,43,31,38,29,29,42,31,38,51,47,30,29,40,30,71,35,49,31,51,32,67,35,31,36,31,31,30,42,31,34,30,29,42,30,35,31,31,38,30,29,44,30,33,44,30,30,47,30,29,43,30,28,42,29,28,42,30,37,31,29,39,35,32,31,29,41,30,29,39,30,29,43,30,37,30,29
