30,41,29,28,44,29,28,42,29,29,43,29,29,40,29,39,29,30,40,29,29,44,29,29,42,29,29,48,43,38,46,182,43,38,37,48,32,37,31,32,30,40,31,31,31,40,32,30,39,32,31,31,43,31,48,31,31,37,31,35,30,31,41,31,36,31,30,39,30,66,33,69,35,50,67,32,50,32,31,31,65,41,36,49,31,31,32,39,49,32,52,33,31,30,40,49,32,33,36,31,32,36,33,32,35,45,32,39,32,36,32,32,31,37,33,33,32,31,38,33,32,36,32,31,37,32,31,31,38,32,31,39,31,32,30,38,31,31,40,31,31,38,31,31,31
46,187,41,52,38,46,31,30,37,32,61,34,41,31,31,31,55,70,41,43,64,33,33,33,33,52,31,33,34,32,37,49,33,33,33,32,37,32,32,31,38,32,32,53,43,32,42,31,32,37,31,33,29
40,29,29,43,30,37,31,28,40,29,38,30,29,41,29,29,42,29,28,45,29,29,43,30,29,55,35,30,31,182,38,43,32,43,33,32,36,32,32,61,33,41,32,32,56,47,66,82,36,48,35,49,52,50,33,50,31,33,34,52,31,32,31,38,33,31,36,32,32,35,31,32,37,43,33,42,32,33,31,38,31,31,37,31,32,37,31,31,39,32,32,35,33,31,30,39,31,31,39,32,33,35,33,31,30
30,38,32,185,41,61,42,58,31,35,33,41,55,39,50,32,33,38,65,37,46,47,51,84,37,47,36,47,33,51,33,50,33,32,32,32,36,52,31,51,33,51,44,32,33,41,32,32,31,38,31,32
