47,27,27,71,27,43,27,27,27,27,42,27,27,26,27,44,28,26,46,27,26,28,27,42,27,27,27,26,43,27,26,27,27,45,29,34,27,233,40,50,37,48,29,28,43,28,31,40,29,39,28,36,30,28,44,28,29,44,28,28,42,29,28,44,28,30,47,56,54,28,50,56,88,34,46,31,35,30,38,30,36,29,39,31,67,32,34,32,37,28,39,28,28,42,30,39,35,48,29,36,29,30,43,31,36,28,30,41,30,37,29,29,42,42,30,44,30,37,29,38,29,37,29,29,41,28,30,43,30,29,42,29,29,41,31,36,30,28,42,29,29,42,30,37,30,28,41,29,39,29,27,44,28,29
55,45,27,219,39,47,37,47,30,38,27,30,41,69,30,36,63,35,32,35,32,35,29,39,48,80,37,32,36,29,37,30,37,51,32,34,29,38,29,29,43,29,29,42,30,36,30,34,43,43,29,38,29,38,30,28,41,29,29,41,30,37,29,30,42,31,35,30,30,41,29,30,41,29,29,42,29,29,42,29,37,31
43,28,234,37,48,49,28,29,44,28,30,40,33,50,31,37,31,68,32,34,30,37,48,73,42,38,30,37,31,29,41,32,33,29,38,31,35,29,29,44,29,29,41,50,30,29,42,29,39,42,33,40,30,36,30,37,30,29,42,29,37,30,37,34,30,31,39,30,29,40,31,29,42,29,30,40,30,29,40,29,30,42,30
32,51,29,175,47,41,30,47,29,36,29,29,43,52,31,30,29,60,49,33,50,31,35,47,53,31,31,64,40,31,29,39,31,29,42,32,33,32,37,30,36,30,31,40,30,30,38,43,29,46,30,29,42,30,29
