39,27,27,46,27,27,28,27,41,28,27,45,28,28,44,27,40,28,29,41,27,41,29,26,44,28,27,45,27,27,28,27,42,28,27,46,27,27,46,30,51,31,195,41,51,39,44,30,28,42,31,27,42,29,29,41,30,30,42,30,30,40,30,29,40,30,29,42,30,38,30,29,40,40,37,40,28,69,33,85,42,37,41,55,38,39,29,30,41,32,66,33,34,52,31,35,30,36,30,37,37,47,30,29,42,29,30,39,32,36,30,31,37,43,31,43,31,38,28,30,41,30,37,29,29,42,30,29,38,30,30,42,29,30,42,30,29,42,29,37,29,30,39,31,37,28,30,42,29,29,42,30,37,29,29,42,29,29
31,51,28,177,31,47,36,32,29,37,30,35,30,58,35,46,30,28,54,65,38,34,32,37,49,47,37,49,29,37,29,28,45,29,35,30,29,42,30,29,42,30,35,30,29,40,30,39,42,29,29,28,30,42,29,29,42,28,39,28,38,30,37,31,34,30,27,45,34,31,30,38,29,29,43,29,29
42,29,179,39,48,37,31,30,38,30,44,54,39,29,29,42,31,67,33,58,42,31,37,32,67,36,30,34,30,37,31,37,32,34,30,37,31,36,31,35,31,28,42,30,29,42,30,34,52,30,29,41,30,35,30,38,29,38,30,29,40,34,33,30,35,30,29,44,29,29,41,31,29,41,29,37,30
52,33,33,28,175,31,52,36,46,29,29,43,31,69,31,43,45,29,30,60,50,64,47,32,35,30,62,35,41,50,32,35,31,36,33,31,35,30,30,40,31,37,30,29,40,31,34,43,29,30,30,36,30,38,31,28
