43.57,30.04,32.1,28.23,46.09,36.5,58.4,81.9,71.7
34.77,27.96,31.4,31.99,36.93,41.61,31.11
36.36,27.98,29.85,43.76,34.07
30.95,31,28.71,55.44,35.34
