34.82,30.44,28.97,30.63,51.42,33.83,60.15,129.62
36.91,29.09,29.1,39.04,40.06,41.53
29.29,29.69,32.06,28.72,40.59,31.34
30.17,31.98,29.85,45.36,40.23
