28.64,27.74,30.69,24.75,28.54,36.99,27.36,55.11,26.32,101.34,37.01,26.13
26.71,28.68,24.55,24.19,36.04,24.7,42.75
32.65,28.02,25.81,35.15
25.56,25.81,24.91,25.92,35.7,27.47,41.83,27.35
