27,26,31,26,25,26,26,25,26,26,26,26,27,26,27,26,26,26,27,26,27,26,27,26,26,27,26,27,26,26,27,26,26,38,67,29,54,29,35,35,50,27,27,26,59,27,30,27,26,26,27,26,27,26,26,27,46,30,27,26,26,27,27,26,26,26,27,26,26,26,26,26,26,26,26,26,25,26,25,33,29,27,26,43,27,27,26,38,30,26,27,39,37,27,26,28,26
26,27,28,26,25,26,26,27,25,26,26,26,25,25,27,25,26,25,26,26,25,26,26,26,26,25,26,26,27,26,25,26,25,26,25,25,26,25,26,25,26,25,25,26,25,26,25,25,26,25,26,27,52,40,29,34,34,43,27,26,26,58,28,30,26,26,26,26,25,26,27,26,26,63,30,27,26,26,26,27,28,31,32,32,31,26,26,26,26,25,26,26,25,29,26,27,26,26,26,26,26,26,26,26
27,26,26,26,26,26,27,26,25,25,26,26,26,26,26,26,26,26,26,25,25,26,25,26,25,25,26,27,26,55,29,33,29,26,26,34,34,46,27
27,27,27,26,26,26,26,27,26,25,26,26,26,25,26,26,25,26,26,25,26,25,26,25,26,25,26,27,26,79,29,34,35,27,26,42,27,26,26,103,27,46,28,30,26,26,27,26,26,26,26,27,26,71,30,27,27,26,26,26,26,39,32,25,26,33,29,26,26
