26,26,26,26,26,25,26,26,25,26,25,26,26,26,26,26,26,26,25,26,26,26,27,26,26,26,27,27,26,26,26,26,26,26,26,26,26,25,26,25,26,25,26,26,26,38,97,29,26,26,26,26,39,36,27,26,51,26,27,26,26,26,61,27,27,26,30,26,27,27,27,25,27,26,27,26,50,30,26,27,26,26,26,27,26,26,25,26,25,26,26,26,26,28,26,26,25,26,26,26,27,27,45,29,30,30,26,25,26,26,26,26,26,26,40,38,26,26
26,26,26,26,27,26,26,26,26,26,26,26,25,26,27,46,26,25,26,26,33,26,25,26,25,25,25,26,26,27,26,54,56,28,34,35,42,26,26,26,54,28,30,27,26,25,26,26,26,27,31,28,43,30,26,26,26,27,26,26,36,33,26,26,26,26,26,26,26,26,26,26,40,27,26,26,26,26,26,26,25,26,25,27,29
27,27,26,26,26,26,26,27,26,26,25,27,26,26,26,25,27,26,27,25,27,26,26,26,26,26,26,27,26,27,63,28,27,26,46,35,26,26,26,26,34,27,32,26,26,27,54,27,30,26,26,27,26,26,26,26,31,32,58,28,26,26,26,27,29,33,32,29
26,27,26,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,25,26,25,26,25,25,25,25,26,27,26,80,32,34,36,42,26,26,27,92,27,45,27,31,27,26,26,26,26,25,27,31,30,63,29,26,26,26,26,30,33,32,30
