26,26,26,26,26,25,26,26,26,26,25,26,26,26,27,26,25,26,27,26,26,27,26,27,26,27,26,27,27,26,27,26,26,26,26,27,26,25,26,26,25,26,25,26,27,27,26,26,27,26,26,26,27,26,57,57,29,35,35,34,27,26,26,50,29,26,27,29,26,27,26,26,27,26,26,26,26,26,26,26,26,26,27,25,27,51,30,26,26,31,27,26,26,27,26,26,25,26,26,31,29,44,27,26,26,27,26,28,27,26,26,27,26,30,30,35
27,27,26,26,26,26,25,27,26,25,27,26,25,26,26,26,26,25,26,26,26,26,25,26,26,25,26,26,26,26,27,51,55,28,34,35,33,27,26,26,55,28,30,26,26,26,26,26,27,26,27,26,57,30,27,26,27,26,26,26,26,27,34,35,26,26,26,26,26,26,26,26,25,26,26,26,26,25,26,26,26,26,27,30
26,27,27,25,26,27,26,26,27,25,26,26,26,26,26,25,26,26,25,26,26,26,25,26,25,26,25,27,26,27,51,55,28,26,27,34,34,34,27,26,26,53,28,30,26,26,26,27,26,27,26,32,30,26,27,55,30,26,27,29,35,32,31
26,26,27,26,26,26,26,27,27,25,26,26,26,26,25,26,25,26,26,26,25,26,26,26,26,25,27,26,27,69,29,34,29,35,34,27,26,66,27
