26,26,27,26,27,26,26,26,26,26,26,26,25,27,26,27,27,26,26,26,26,27,26,26,27,26,27,27,27,26,27,27,26,26,26,26,26,25,26,26,26,26,26,26,27,26,27,65,30,35,36,39,26,27,26,37,28,31,27,40,26,27,27,27,27,26,27,27,27,44,32,28,26,27,26,26,27,26,27,26,26,26,27,31,27,26,26,31,26,26,26,27,25,32,29,26,27,48,28,27,26,26,27,32,26,26,26,26,27,27,26,26,26,26,26,27,26,26,26,26,26,25,26,26,25,26,26,26,26,26,26,27,26,27,26,27,26,26,26,26,26,26,27,29,39,28,28,27
26,26,27,26,31,27,26,27,26,26,26,26,25,26,26,26,26,25,26,25,26,26,26,25,26,26,25,26,26,26,27,29,66,33,36,36,27,26,38,27,26,26,27,26,26,25,57,29,29,27,26,26,27,25,26,27,33,28,61,29,26,26,26,27,36,33,27,26,26,26,26,26,26,27,26,26,26,26,26,25,26,26,26,26,25,26,27,27,29
26,27,26,27,26,26,27,26,26,25,26,26,25,25,27,26,26,25,26,26,26,26,26,25,26,26,26,27,26,52,30,27,43,28,27,26,34,34,26,27,37,26,26,26,26,26,54,28,26,26,30,27,26,26,26,27,31,30,54,29,26,27,26,27,26,26,31,27,29,32
27,26,27,27,26,26,26,27,26,26,25,26,25,26,25,25,26,26,26,25,26,26,26,26,25,26,27,28,28,64,28,34,36,26,26,33,27,26,26,53,28,30,26,26,26,25,27,26,32,28,57,28,27,26,26,27,32,33,28,48,32,28,38,27
