25,25,26,27,25,26,25,26,26,25,25,26,25,26,25,26,26,26,26,26,25,26,26,27,26,27,26,28,27,26,26,26,26,26,26,26,25,25,26,25,26,25,25,26,26,69,30,34,36,39,26,27,26,26,26,38,27,31,27,39,27,27,26,26,27,26,27,46,32,27,26,26,27,26,26,26,27,26,26,26,26,26,25,26,26,26,25,25,26,26,25,26,27,25,32,29,40,27,28,28,26,26,26,26,32,34,32,33,26,27
26,26,27,26,25,26,26,26,26,25,26,26,26,25,26,26,26,25,26,26,25,26,25,26,26,25,26,25,25,26,25,25,26,26,26,26,45,26,26,25,26,25,35,27,28,26,25,26,27,26,27,26,25,26,25,26,25,25,27,26,26,66,31,34,35,26,26,33,27,26,25,48,27,30,26,26,25,26,26,26,32,28,43,29,42,28,26,25,26,26,32,31,26,26,26,26,25,26,26,26,26,26,26,25,26,26,26,25,26,26,25,26,26,30,28
26,26,26,26,25,26,25,26,25,25,25,26,25,26,25,25,25,25,25,26,25,25,26,25,25,26,25,25,25,26,26,27,64,28,26,26,47,35,26,27,34,26,34,26,26,26,55,27,30,26,26,26,25,26,26,26,31,30,57,28,26,26,25,26,29,33,29,27,25,26,25,25,25,26,26,25,26,26,25,25,25,25,26,25,25,26,26,25,29,28
25,26,26,26,26,26,33,26,26,26,35,26,26,26,25,27,29,25,25,26,26,25,26,26,25,26,25,26,26,27,25,26,26,32,61,33,34,36,33,27,25,26,53,28,29,27,26,26,25,26,25,32,29,57,30,26,26,26,26,30,32,31,29
