26,26,26,27,27,26,27,27,26,26,26,26,25,27,27,27,27,26,26,26,27,26,27,27,27,27,26,27,27,27,27,26,27,27,26,26,26,26,26,26,26,26,26,28,27,26,66,29,35,36,27,26,60,27,27,26,39,28,35,27,42,28,26,27,27,26,29,26,43,31,27,26,27,27,26,26,27,27,27,26,26,27,26,27,26,27,27,26,26,27,26,27,32,29,27,27,28,31,46,28,31,34,38,33
27,27,26,27,26,26,27,27,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,29,27,27,27,27,71,29,27,26,34,29,35,34,54,28
27,27,26,26,27,26,25,26,26,26,27,26,25,26,26,26,25,26,26,26,26,26,25,26,26,25,26,26,27,27,79,28,35,35,27,26,39,27,26,26,60,28,34,27,26,26,27,26,26,28,31,28,60,29,26,26,27,26,31,35,33
27,27,26,26,26,26,26,26,26,26,26,25,26,26,25,26,26,25,26,26,26,25,26,26,26,26,27,26,53,57,28,35,34,27,26,39,26,27,26,58,27,35,26,27,26,26,27,27,26,32,29,61,28,27,26,27,26,27,27,36,35
