26,26,26,26,26,25,26,26,25,26,25,25,26,25,27,26,25,26,26,26,26,26,26,26,26,26,27,27,27,26,26,27,26,57,42,28,35,34,34,27,26,26,48,28,30,26,26,27,26,26,27,26,27,26,45,30,26,27,26,27,26,26,26,27,26,26,26,27,26,26,27,27,26,26,26,25,26,26,31,29,26,26,26,26,26,38,30,27,26,32,26,26,25,26,26,27,26,27,27,26,26,26,26,30,37,32,26
26,26,27,26,25,26,26,26,26,25,26,25,27,25,25,25,26,25,26,25,25,26,25,25,26,25,26,26,27,53,41,28,34,34,34,27,26,25,56,27,30,26,26,25,25,26,25,28,32,30,26,26,63,28,27,26,27,26,28,26,26,25,30,34,27,26,26,26,26,27,25,26,26,26,26,27,26,25,26,26,31,30
27,27,26,26,26,26,26,26,26,25,26,26,26,26,25,25,26,26,25,25,26,25,25,25,26,26,26,27,52,43,28,34,34,34,27,25,26,56,28,26,25,30,26,26,25,27,27,36,30,81,29,26,26,26,28,36,26,34,35,28,26,26,26
27,26,26,27,25,26,26,26,26,26,25,26,26,26,25,26,26,26,25,26,25,26,25,26,26,25,27,26,27,50,41,29,26,26,34,35,34,26,26,26,53,27,30,26,26,26,27,27,26,27,31,29,27,26,62,28,27,26,30,34,32,29
