29.36,29.49,26.19,29.18,58.75,44.06,40.6
28.19,30.86,26.09,29.1,35.06,41.83,45.52,37.48
28.79,29,26.91,30.58,32.18,41.07,48.35
30.17,28.45,28.56,30.27,26.15,40.7,37.85,48.75
