37.16,34.26,34.18,29.31,32.64,53.08,56.09,50.95,134.46
34.26,29.14,32.2,31.33,41.27,50.97
35.76,29.62,33.73,33.02,72.49
34.3,30.97,32.61,28.78,44.36,47.1
