33.9,32.28,31.35,31.87,32.81,35.14,31.74,29.33,32.74,29.31,32.83,32.68,29.71,33.92,28.37,33.24,32.75,32.11,28.98,34.21,31.61,33,33.26,39.68,34.06,53.79,34.55,42.42,68.5,39.28,37.88,34.24,39.64,33.7,35.46,38.45,36.81,37.15,36.99,41.04,40.33,37.45,39.24,38.55,38.49,43.96,40.77,35.53,37.03,39.98,39.15,45.48,51.1,40.78,38.97,39.21,39.05,42.36,61.9,58.24,39.74,54.46,40.23,44.44,38.05,43.48,33.79,32.9,32.23,33.5,32.02,35.95,31.44,31.11,35.92,31.55,34.82,31.64,34.84,36.16,35.51,33.35,36.24,34.9,39.24,39.59,37.81,37.64,38,33.64,36.73,38.6,38.06,40.01,40.77,34.94,39.74,37.05,39.83,38.72,38.49,44.78,38.35,42.35,39.56,41.24,39.01,36.46,40.25,39.41,37.97,43.97,35.2,39.89,41.23,39.91,43.86,35.35,37.71,40.98,33.95,36.42,39.56,33.82,41.42,34.48,34.32,35.59,35.25,37.2,33.11,41.48,34.97,39.02,42.8,37.25,42.16,38.67,42.59,37.26,39.19,41.17,36.86
47.51,39.87,59.53,50.1,35.07,33.89,36.69,35.5,37,35.78,41.34,48.86,39.05,34.4,37.03,34.18,36.12,62.28,42.53,44.14,43.09,44.16,44.1,48.28,39.76,35.93,43.21,58.25,52.38,49.99,41.38,46.32,38.31,48.32,40.87,39.55,44.53,36.14,36.67,42.19,41.96,36.09,34.53,39.64
62.97,40.62,52.57,55.29,36.56,37.88,33.53,37.54,37.62,36.57,68.99,35.68,37.02,34.45,35.05,49.92,55.43,53.16,39.88,38.94,48.63,74.97,41.32,45.35,41.48,40.05,38.43,46.78,34.81,36.81,39.11,40.19,39.79,41.9,37.1,36.35,43.25,44.38,37.58,38.68,42.86,37.19,44.71,37.46,37.04,34.86,41.47,36.66,38,33.7,36.24,33.98,41.25,37.6,38.71,39.27,35.84,38.05,37.88,39.45,37.16,38.8,38.67,36.84,39.87,37.74,40.12,37.17,39.43,36.37,38.9,35.22,40.86
66.27,43.4,50.07,53.34,39.22,35.95,34.85,35.03,36.01,63.82,43.95,34.3,36.38,35.53,41.59,103.04,48.93,41.93,47.06,45.24,44.49,44.1,33.95,37.76,36.14,38.62,34.84,38.85,37.02,38.03,38.45,37.5,33.15,39.82,35.49,37.77,36.98,41.92,49.83,40.31,46.44,33.69,37.12,45.87,35.58,39.19,41.65,36.3,42.54,34.59,35.77,35.98,38.34,40.8,38.03,41.17,39.11,34.58,37.74,43.27,37.2,37.59,37.46,38.58,37.45,47.22,34.56,34.82,36.03,41.36,35.43,39.73,39,37.75
