35.71,33.46,29.49,32.69,28.69,32.51,31.2,30.83,31.61,32.01,29.07,30.2,32.06,30.25,36.25,31.79,31.54,32.75,31.69,31.1,30.46,32.35,31.44,32.83,32.08,28.77,33.35,29.46,32.64,32.83,30.5,31.52,41.68,64.08,39.57,32.57,32.7,99.69,67.32,54.9,34.81,67.78,38.02,46.44,47.39,37.44,37.37,34.9,38.26,37.96,36.53,39.49,35.93,37.37,33.77,37.46,36.34,37.04,36.26,34.25,39.3,40.41,34.3,35.69,37.31,38.68,38.68,37.72,38.27,36.82,39.99,34.79,38.03,38.12,36.75,72.1,39.95,36.66,76.29,53.71,37.74,44.45,46.09,38.36,38.17,49.86,45.71,37.89,40.13,38.86,76.23,52.64,38.69,38.06,43.29,37.78,35.98,40.87,35.25,40.22,37.94,38.41,34.85,37.16,41.74,35.6,38.97,43.95,40.61,41.13,39.72,44.58,37.62,40.32,41.25,42.91,40.9,37.86,42.41,38.78,43.98,37.78,37.18,39.42,32.41,40.35,36.01,37.81,32.62,38.64,34.16,36.09,32.62,37.22,37.11,42.49,36.62,38.18,44.07,35.7,37.62,40.73,37.81,35.9,43.3,36.24,41.49
40.82,40.28,33.1,52.82,33.07,34.44,104.47,84.4,40.57,73,48,58.42,36.22,36.97,36.99,35.62,38.01,46.89,42.42,59.23,51.59,39.36,41.06,71.84,46.6,46.14,39.36,41.82,39.88,38.42,39.42,35.79,37,45.19,38.16,42.11,42.08,35.75,40.47,34.07,37.79,38.82,35.69,34.54,37.22,31.71,36.15,35.48,35.8,36.15,35.77
67.46,47.56,74.4,41.63,101.29,87.21,37.77,68.56,39.85,48.4,35.6,34.1,34.49,35.18,32.48,35.8,47.41,33.29,35.62,35.2,38.29,37.16,108.19,62.33,47.71,47.57,40.17,61.07,39.66,40.95,35.23,41.9,42.3,37.01,35.86,40.18,38.62,39.3,44.22,36.21,35.12,43.98,34.57,35.68,37.35,44.92,39.84,37.14,43.9,44.47,39.65,42.5,41.24,41,38.9,38.19,42.91,36.94,37.39,43.7,38.71,41.4,36.47,39.78,41.71,35.75,38.2,40.17,39.25,39.79,39.24
38.55,45.59,34.52,77.25,37.16,96.31,77.72,49.81,67.08,48.81,62.43,37.6,37.19,34.81,41.34,36.76,45.67,53.08,95.25,41.73,40.39,39.17,47.22,45.67,42.13,77.53,59.5,44.19,51.29,44.21,39.01,35.69,37.8,44.33,37.75,45.31,38.47,41.62,37.44,41.08,38.63,35.26,35.06,39.59,35.37,34.97,36.61
