27,35,27,26,27,26,45,27,27,26,37,26,27,26,37,27,26,28,36,33,49,30,38,28,25,27,27,42,27,41,27,40,28,41,53,27,27,45,28,27,50,46,61,28,59,27,27,63,27,27,63,28,26,69,40,35,27,38,28
55,26,51,31,28,26,80,28,27,45,28,38,44,41
28,26,44,27,27,46,26,27,47,27,42,28,33,28,57,29,39,26
37,28,26,29,27,27,26,27,44,29,26,44,28,44,65,29,35
