27,25,26,25,36,25,26,26,35,26,25,26,25,26,26,25,27,43,32,51,27,40,27,40,26,41,26,40,26,41,26,41,26,39,26,27,26,40,26,41,27,39,27,39,26,42,26,40,27,26,25,45,43,27,25,26,25,25,25,27,24,26,26,25,24,27,25,44,26,40,27,40,28,26,25
37,25,26,26,24,27,25,26,26,25,38,26,27,48,35,31,41,46,26
35,27,26,25,26,26,26,44,31,36,27,27,46,35,48,41,46,26
37,26,25,26,26,25,26,26,36,31,36,33,39,27,32,70,29,38,26
