40,27,26,26,27,45,26,27,26,25,26,27,43,27,40,28,38,30,37,26,26,27,26,43,27,42,27,40,26,41,26,40,28,26,27,36,28,39,27,40,27,40,27,39,27,38,26,27,27,43,45,26,27,26,27,25,27,42,27,25,27,25,27,26,43,27,38,27
26,26,26,26,35,44,26,40,31,35,36,31,30,37,35,65,28,38,27
40,26,26,26,26,27,25,43,27,39,36,32,27,40,27,25,64,29,38,26
28,27,26,26,43,28,25,27,26,48,29,27,26,69,29,32
