32.57,32.13,30.11,32.31,31.7,37.97,67.73,34.88,117.2,35.27
37.83,28.83,30.7,39.62,34.94
33.08,28.34,32.78,38.84
29.54,31.82,30.11,43.07,31.77,48.25
