35.78,33.86,28.78,32.17,46.76,33.7,65.11,135.08,38.43
35.51,29.13,31.64,31.98,36.2,43.29,31.05
38.42,29.5,34.84,30,32.37,29.09,44.07
34.77,29.01,30.3,31.5,38.86,44.6
