34.58,33.63,29.27,32.76,29.7,41.46,31.44,51.22,31.67,101.78,45.38,40.83
32.64,29.35,32.83,32.19,41.27,33.69,61.22,30.04,32.16,31.57,39.48,30.75,31.36,38.52,30.8,33.39,30.98,30.34,32.58,33.66
30.21,30.91,31.99,30.55,31.45,31.82,30.63,35.23,41.13,52.69,33.79,32.25,29.37
32.71,31.95,29.53,41.16,33.23,48.29,35.18,37.57,38.18
