35.64,31.44,29.61,29.21,31.3,39.92,53.68,31.48,74.45,74.21,35.97
35.77,30.75,30.1,29.3,44.08,34.01
37.26,29.06,32.05,32.85,38.49
30.6,30.58,30.05,38.75,34.66
