30.18,36.01,33.27,29.62,35.69,43.34,31.78,68.5,34.04,111.38,49.51
33.05,31.84,34.25,45.7,31.98,53.67,34.25
32.65,33.61,35.02,40.14,54.46
36.37,30.05,32.46,43.02,37.41,49.51
