26,26,25,26,25,25,25,25,25,25,25,26,25,26,26,25,26,26,25,26,25,26,26,26,26,26,25,26,27,68,132,37,26,26,26,26,26,26,26,26,26,28,26,26,26,26,26,27,27,26,27,26,26,27,32,27,26,26,26,26,29,27,27,25,27,26,28,26,26,26,26,27,26,26,26,25,26,26,26,25,26,26,25,26,27,26,26,26,35,38,28,26,26,26,42,32,27,26,36,36,27,26,26,26,26,27,28,26,45,34,27,26,30,30,29,26,27,26,26,27,26,25,26,26,28,26,26,26,27,26,27,26,28,26,28,27,27,26,26,26,26,28,26,26,26,26,27,27,26,26,26,26,26,26,26,25,26,27,26,26,29,26,26,26,26,25,27,28,26,26,28,31,27,27,25,26,26,26,26,26,27,26,27,26,27,27,26,26,26,26
26,26,144,33,30,29,27,25,26,26,26,26,25,28,34,30,27,28,25,27,39,30,27,26,27,36,26,26,27,26,26,26,26,27,26,26,41,29,30,29,28,26,27,28,27,27,27,27,26,26,29,28,27,27,26,27,27,26,26,26,27,26,26,25,27,26,27,28,26,26,25,26,26,25,28,27,27,26,26,26,36,30,26,27,27,26,28,26,26,30,26,25,27,26,27,26,27,26,27,26,26,25,26,26,26,25,26,26,26,26,26,25,28,27
27,26,93,33,31,28,27,26,26,26,26,25,27,28,32,30,27,28,26,26,26,26,36,32,27,28,27,37,26,26,27,26,25,27,40,29,27,26,27,26,26,26,27,26,27,28,27,26,27,27,26,27,27,25,26,25,28,27,27,26,26,26,29,29,28,26,26,26,25,26,26,26,26,27,27,27,25,25,26,26,26,25,27,26,26,26,27,26,26,26,26,26,26,27,26,26,26,26,26,26,27,25,27,31,27,26,27,25,27,26,26,27,27,25
26,26,141,32,31,29,26,26,26,26,26,25,31,30,33,28,26,27,27,27,40,31,27,26,27,37,27,26,26,27,27,26,41,29,27,27,30,29,28,26,26,26,27,29,26,26,29,27,27,26,27,26,26,26,26,26,29,27,27,26,27,26,26,26,27,26,26,26,26,26,34,27,26,26,27,26,27,25,28,26,29,31,25,27,27,26,26,26,26,26,26,26,27,26,26,26,27,26,26,25,26,26,26,26,25,26,26,25,27,26,26,25,26,26,26
