26,26,26,27,26,26,26,26,26,26,26,26,26,26,27,26,26,27,27,26,26,27,26,27,27,26,27,27,66,124,37,26,34,31,27,27,26,28,28,26,27,27,26,27,27,27,27,26,27,27,27,26,26,27,26,27,27,26,28,26,27,27,27,26,28,26,27,27,27,26,27,26,27,26,27,26,26,26,28,27,27,26,30,29,46,32,30,28,27,37,28,26,26,27,44,35,27,27,27,27,30,28,27,26,31,31,26,26,29,26,28,26,27,27,27,26,27,27,26,26,28,26,27,26,27,28,28,28,27,27,28,27,28,28,27,27,27,26,27,27,26,26,27,26,27,26,27,26,27,26,27,26,27,27,26,27,27,26,28,27,27,27,27,26,29,32,26,27,26,27,30,26,28,26,27,25,29,26,27,26,27,26,27,26
26,26,93,34,27,27,30,29,27,26,26,26,27,28,34,37,27,27,26,27,26,26,37,31,41,31,27,26,28,36,29,27,27,28,29,30,28,27,26,27,26,27,27,29,27,28,27,27,26,26,26,26,29,28,27,27,26,26,27,26,27,26,26,27,26,26,29,27,27,26,27,26,27,26,27,27,28,31,26,26,27,26,27,26,26,26,27,26,26,26,26,26,26,27,26,25,26,26,26,26,27,25,26,26,26,26,26,26,27,26,27,26
26,26,105,36,30,27,30,29,26,26,26,26,26,29,34,31,26,26,27,26,27,27,36,30,28,26,29,37,27,27,27,26,39,31,27,27,27,27,27,27,27,26,27,27,27,28,27,26,27,27,27,27,26,26,28,27,28,27,27,26,28,28,30,30,28,27,27,26,27,26,27,27,26,27,28,26,27,26,27,26,27,26,27,27,27,26,27,27,27,27,26,27,27,27,26,26,26,26,27,25,27,26,27,26,28,32,26,28,34,27,26,26,27,26,29,26
26,26,93,34,31,29,26,27,26,26,26,25,27,28,34,30,36,31,27,27,28,33,27,27,26,29,27,26,27,27,26,26,27,26,41,30,29,29,29,28,26,26,27,26,27,26,27,26,29,27,26,27,28,27,28,26,27,26,27,28,27,27,29,26,27,26,27,26,27,26,26,26,27,27,28,29,27,26,28,32,26,27,26,27,26,27,26,27,26,26,27,26,26,25,27,26,26,25,27,25,27,25,27,26,26,26,26,26,27,26,26,26,26,26,26
