41.05,29.79,34.93,29.76,32.96,32.44,32.24,29.56,32.91,29.88,33.4,31.49,31.94,31.79,37.28,32.48,36.39,55.78,78.53,53.29,161.18,93.6,42.39,42.81,48.74,60.41,62.13,45.13,37.22,36.12,42.83,36.26,42.03,38.03,39.26,36.77,40.62,34.38,36.83,35.58,40.05,38.49,34.75,33.07,38.54,39.48,39.13,34.73,35.28,37.34,38.59,35.38,38.7,35.08,38.29,37.39,36.19,48.09,33.26,34.75,34.7,36.38,35.89,38.24,34.28,42.44,83.82,45.52,37.54,51.74,49.12,51.33,77.21,51.05,43.97,44.35,43.45,44.74,39.47,38.9,37.4,36.67,39.01,37.02,43.03,38.96,34.27,41.06,37.82,37.44,41.47,37.97,44.75,38.06,37.86,42.6,38.02,36.66,41.36,41.18,37.85,38.95,36.12,42.04,42.19,36.35,39.24,36.79,34.75,35.18,39.5,37.1,36.88,35.11,36.35,37.87,44.17,36.9,42.97,37.7,38.36,43.63,35.76,37.2,41.37,38.32
37.05,46.47,35.69,61.31,29.33,36.47,95.96,66.48,57.5,75.29,58.44,53,38.8,38.08,34.37,39.94,36.28,49.21,54.28,36.01,35.34,37.03,38.14,85.26,57.74,41.46,42.26,48.64,56.55,40.66,60.76,75.05,39.88,48.57,49.56,44.22,44.74,43.33,37.59,39.71,37.04,34.15,37.86,35.99,39.51,36.02,35.96,36.8
40.54,43.82,38.99,88.16,183.75,41.4,85.53,43.92,51.79,66.19,40.83,36.73,36.73,39.82,37.74,47.8,55.75,36.8,36.77,37.49,37.88,78.66,65.37,44.08,40.95,42.89,40.55,80.5,48.11,41.11,58.66,43.27,49.7,42.35,37.68,45.43,43.45,36.46,40.41,35.26,39.39,39.08,34.35,36.67,37.46,38.91,39.87
60.13,46.1,74.63,46.15,106.22,72.11,58.68,68.14,56.52,50.2,39.21,38.35,35.77,39.56,33.93,47.25,57.72,39.03,35.61,35.98,42.49,97.66,52.75,36.58,39.67,49.37,77.2,37.34,42.79,38.97,42.51,37.88,40.09,39.06,36.48,41.37,40.25,39.42,37.61,35.46,36.47,39.05,36.09,40.28,36.87,39.71,40.9,35.89,40.22,42.95,36.75,36.86,44.63,40.07,37.9,38.82,38.85,42.27,37.97,37.83,41.38,41.91,36.83,37.22,39.37,39.53,41.43,35.38,38.95,40.31,37.92
