39.41,37.14,30.79,33.04,30.16,35.04,32.15,34.17,31.86,31.52,30.88,30.58,31.07,30.56,38.65,30.93,32.32,28.85,31.19,31.67,33.66,29.27,32.69,30.37,31.03,30.28,30.66,31.96,32.78,38.77,36.47,65.35,30.9,33.33,103.1,83.1,41.73,42.51,46.79,78.43,42.43,37.07,37.6,32.9,37.15,37.44,36.45,41.23,35.01,38.29,34.11,37.55,34.81,34.81,34.1,41.36,38.74,35.77,35.58,35.82,38.56,36.43,36.36,35.49,36.29,38.32,33.32,38.09,35.23,36.35,37.19,33.37,40.28,74.61,39.37,38.24,37.91,42.73,35.89,38.99,39.91,35.96,36.93,36.83,42.05,53.12,42.46,37.77,42.83,48.2,41.74,41.84,43.38,35.79,38.45,38.16,39.02,34.1,38.46,41.34,37.02,38.71,43.63,38.05,41.33,39.17,47.05,38.06,45.97,40.82,42.34,39.73,40.05,38.71,38.91,37.7,40.11,44.8,36.4,40.86,41.54,34.24,36.87,35.83,37.71,36.02,36.98,32.66,35.7,42.02,33.05,37.23,34.78,37.38,39.3,38.5,38.46,37.88,39.04,37.25,37.86,38.19,41.78,41.08,39.85,36.05,40.23,37.95,40.71,56.07,39.01,38.85,36.97,39.58,40.08,43.04,41.3,36.48,42.64,39.68,35.19,42.1,35.84,38.97,37.99,38.75,35.14,39.16
39.59,41.33,43.03,57.87,32.04,35.62,100.69,66.54,61.62,71.13,58.94,54.66,41.89,37.07,39.64,38.43,35.6,59.12,85.85,50.07,51.12,64.73,58.08,49.24,45.72,40.09,42.47,36.1,40.6,36.9,39.33,39.04,37.67,39.72,35.8,36.69,45.66,36.26,38.95,43.17,45.02,39.32,40.3,43.07,38.46,39.32,37.75,39.47,39.13,39.57,44.66,44.14,38.35,38.25,37.7,41.58,38.4,39.13,38.43,37.95,42.8,37.59,37.81,36.32,40,41.95,41.15,39.07,40.46
50.71,52.96,73.33,60.43,92.58,84.08,39.27,75.61,56.63,47.16,40.69,32.16,40.75,36.87,43.45,59.54,96.66,41.79,37.18,40.93,42.83,47.8,44.42,48.15,78.47,51.76,47.26,36.92,42.39,39.5,40.96,38.55,38.5,41.68,36.56,36.92,40.61,38.91,41.3,35.95,41.11,37.36,36.98,40.02,37.88,38.17,44.71
40.21,53.81,71.16,52.41,39.28,104.63,84.97,68.66,48.47,57.55,42,35.5,36.06,37.35,32.9,35.75,39.7,42.86,37.47,37.45,37.27,38.56,48.49,84.03,46.84,41.65,63.73,84.7,46.95,38.84,47.93,36.93,48.64,36,42.11,35.08,39.6,34.39,42.22,36.57,34.79,44.29,36.72,36.4,40.31,42.97,36.32,35.9,40.96,35.83,38.26,38.35,36.93,39.17,36.01,39.19,38.41,37.67,39.35,39.24,36.59,38.1,39.13,38.51,36.15,40.87,36.51,36.87,42.42,37.94,39.24,40.23
