35.92,38.59,29.09,33.17,40.75,29.35,36.43,31.12,35.05,31.44,31.84,35.54,31.47,30.86,35.57,31.95,31.95,35.56,33.27,34.03,30.25,36.74,30.82,30.51,34.74,31.12,30.69,35.03,30.78,30.59,34.83,30.69,30.85,35.06,31.75,32.01,31.64,33.99,29.96,31.82,34.28,32.76,30.8,30.89,31.29,34.74,29.88,31.89,35.01,30.97,31.55,34.95,28.68,34.91,31.09,31.27,38.13,32.56,31.15,30.64,34.63,29.62,32.46,32.96,33.7,32.87,34.77,30.95,30.56,34.91,30.81,30.77,34.92,30.71,30.78,35.08,30.84,31.84,34.67,30.87,32.41,33.38,34.62,28.84,32.85,31.95,31.8,32.25,32.93,32.77,31.83,36.3,35.57,32.81,36.61,34.36,34.94,42.3,32.29,33,38.1,38.62,58.05,30.67,30.11,32.99,35.92,30.6,32.26,34.99,31.47,32.58,33.94,32.58,37.31,39.39,44.34,37.51,43.8,96.22,35.81,37.2,35.48,37.29,43.24,60.61,39.82,84.62,50.96,43.32,36.82,38.11,32.13,36.94,35.08,35.65,37.52,36.97,34.28,32.72,32.51,37.93,32.57,36.6,34.06,33.05,32.71,34.43,32.22,35.86,31.58,31.21,35.33,31.35,32.18,36.54,32.93,29.92,35.91,33.79,32.24,29.75,37.91,31.08,31.34,31.73,35.84,30.78,31.47,33.04,32.03,33.66,33.37,31.84,33.39,31.61,32.8,42,31.47
34.14,41.64,39.42,53.84,44.58,48.69,34.07,97.91,76.37,55.89,32.35,32.15,31.15,34.95,30.75,31.29,33.34,36.27,33.66,30.52,34.8,29.56,31.75,32.96,32.76,32.75,33.96,32.19,33.61,31.99,35.07,29.94,31.85,34.67,29.56,33.47,34.71,29.26,32.9,34.66,29.81,31.73,32.3,32.44,33.89,31.7,35.86,30.2,32.42,35.2,30.45,32.67,31.7,35.23,31.06,30.85,34.95,32.28,30.71,34.23,30.69,30.83
36.59,44.94,34.83,73.75,61.37,34.23,39.63,89.59,96.52,35.72,35.57,32.33,32.54,35.1,30.66,32.18,38.01,31.81,30.8,35.39,31.08,31.46,36.65,28.79,34.12,31.87,35.46,32.82,32.96,33.92,32.74,32.43,36.55
38.08,40.67,31.81,58.45,38.15,38.49,34.76,84.76,78.22,62.6,38.81,34.3,34.36,34.25,32.01,38.69,31.86,34.42,29.87,32.34,35.2,29.89,31.88,35.71,32.85,35.81,31.54,31.76,33.87,28.05,34.42,34.17,30.21,31.1,33,32.47,34.24
