26,27,26,26,26,26,26,26,26,26,28,27,26,26,26,26,26,27,26,26,26,27,26,26,26,26,27,27,26,26,27,27,25,26,26,26,26,25,27,105,40,50,27,26,26,27,26,26,26,26,26,27,26,26,26,26,27,27,26,28,27,26,26,26,27,26,26,27,26,27,26,26,26,28,27,26,26,25,26,26,25,25,26,26,25,26,26,26,25,26,26,25,26,25,26,25,26,26,25,26,25,25,26,25,26,25,25,26,25,26,25,26,25,26,25,26,26,26,26,25,26,25,26,26,25,26,25,26,26,26,25,26,25,25,26,25,26,27,26,26,25,26,25,26,25,26,26,26,26,26,25,26,25,25,26,25,26,25,26,25,26,25,25,26,25,26,25,26,25,26,25,26,25,25,26,25
26,26,101,47,37,26,34,26,26,27,27,26,31,25,26,26,26,25,26,26,27,27,27,27,26,25,26,26,26,25,27,26,26,25,26,25,26,26,28
26,25,78,47,34,26,26,26,25,26,26,26,26,26,26,26,25,25,26,25,26,27,26,26,26,26,26,26,25,27,26,26,25,26,26,25,27
26,25,78,47,34,26,26,26,26,25,27,26,26,25,26,26,25,26,26,26,26,27,27,26,25,26,26,25,26,26,26,25,25,26,26,27,25,26,25,26,26
