26,26,26,26,26,26,26,26,25,25,26,25,25,26,26,26,26,25,27,26,26,27,26,26,26,27,28,26,26,27,26,27,26,26,25,26,26,26,25,26,102,41,50,26,26,26,26,27,26,26,26,26,26,26,26,26,26,27,26,27,26,26,26,27,27,26,26,26,26,27,26,26,26,26,26,26,26,27,27,26,26,25,26,26,26,25,26,25,26,26,25,25,26,26,25,26,26,25,26,25,26,26,25,25,26,26,25,26,25,25,26,26,26,26,25,27,25,26,26,25,26,25,25,26,26,25,26,25,26,26,25,26,25,26,25,26,26,25,26,25,26,25,26,25,25,26,26,26,26,26,25,26,25,25,26,25,26,25,26,26,25,26,25,25,26,26,25,25,26,25,25,26,25,26,26,26,26
27,26,26,27,30,25,78,48,34,27,26,26,26,26,26,27,26,27,26,26,25,26,26,27,26,27,27,26,26,26,26,26,26,27,25,26,25,26,26,26,27,26,26,26,26,26,25,26,26,26,26,25,26,26,25,26,26,26,26,25,26,26,26,26,25,26,26,26,26,27,26
27,26,80,47,33,27,26,26,26,27,26,26,27,26,27,26,26,26,26,26,26,28,27,26,26,26,26,26,26,26,25,26,25,26,25,26,27,27,26,27,27,26,26,26,25,26,26,26,25,26,26,26,25,26,26,26,26,26,25,26,26,26,26,26,25,26,25,26,26,25,26,25,26,26,25,26,25,26,26,26,26,25,26,26,26,26,27
26,26,78,47,35,26,26,27,26,26,27,27,26,26,26,26,26,27,26,27,27,27,27,27,26,26,26,26,26,27,26,26,26,26,26,26,28,27,27,26,27,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,27,27,26
