26,27,27,26,26,26,26,27,26,25,26,26,26,27,26,27,26,26,27,26,26,27,26,26,27,26,27,26,26,27,26,27,27,26,27,27,27,26,27,26,26,26,26,26,25,26,26,26,26,26,27,27,26,27,26,27,26,27,26,26,27,26,26,27,26,27,27,102,41,49,27,26,27,26,27,27,26,27,26,26,26,26,26,26,26,27,26,27,27,27,26,26,27,26,26,26,25,26,26,26,26,29,36,27,26,27,26,26,27,31,28,26,26,27,26,26,27,25,27,25,27,26,26,26,26,26,28,26,27
26,27,66,47,27,26,29,26,27,26,26,26,27,25,26,26,25,26,26,26,28,26,27,26,26,26,26,27,26,26,26,26,26,26,26,25,26,26,26,28,26,25,26,26,26,25,26,27,26,26,26,25,26,25,26,27,26,26,26,26,26,25,26,25,26,26,26,27,26,26,26,26,26,27,26,26,26,26,27
26,26,66,47,30,26,27,26,26,26,26,27,26,26,27,26,25,26,26,27,27,27,26,26,26,27,26,26,25,26,26,25,26,25,26,26,26,27,27,27,26,27,25,26,26,26,26,25,26,26,26,26,26,25,26,26,26,26,26,25,26,26,26,25,26,26,26,26,27,27,32,26
26,26,64,47,31,26,26,26,27,25,27,26,26,26,26,26,26,26,25,27,27,26,26,26,26,26,25,26,26,26,26,26,25,26,26,27,27,26,26,26,26,26,25,26,26,25,26,26,27,26,25,26,26,26,26,26,26,25,26,27,26,26,26,26,26,26,25,26,25,26,25,26,26,25,26,26
