26,26,26,27,26,26,26,27,25,26,26,25,25,26,27,26,26,25,27,26,27,25,27,26,27,26,26,27,26,26,26,26,26,26,26,26,26,26,25,27,87,41,49,43,27,26,26,33,26,26,26,26,26,26,26,26,26,27,26,27,27,27,27,26,26,27,26,26,26,26,26,26,26,27,26,26,28,26,26,26,26,26,25,26,25,26,25,26,25,27,26,26,25,26,26
26,27,26,66,48,27,29,26,26,26,26,26,26,26,26,26,25,26,25,26,26,27,25,26,26,27,27,26,27,26,26,26,25,26,26,26,26,28,27,26,26,26,26,26,25,25,25,26,26,26,26,25,26,26,25,25,26,25,25,26,25,25,26,25,26,25,26,25,26,25,26,25,26,26,25,25,26,25,25,26,25,25,26,25,25,26,25,26,25,25,27,26,26
26,26,67,47,30,26,27,26,26,27,27,26,27,26,26,26,25,26,25,27,26,27,28,26,26,26,26,25,26,27,25,25,26,28,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,25,26,27,25,26,25,27,26,26
26,26,67,47,30,26,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,27,27,27,26,26,26,26,26,26,26,27,26,26,26,27,26,26,25,26,26,25,26,25,26,26,26,27,26,26,26,26,26,26,25,26,25,26,25,26,25,26,25,26,25,27,25
