27,26,27,26,26,26,26,27,26,26,26,26,26,26,27,26,27,26,26,29,27,26,26,27,26,27,27,27,26,27,27,27,28,26,26,26,27,88,40,49,27,27,26,27,26,26,27,26,26,26,26,27,26,26,27,27,28,27,26,26,27,26,26,27,26,26,26,27,26,26,27,26,27,26,27,27,27,26,25,26,26,26,27,26,26,26,26,26,26,26,27,26,26,26,25,26,26,26,26,26,27
26,26,26,65,47,30,27,26,26,26,26,27,26,26,26,25,27,26,26,27,26,28,26,26,27,27,26,25,27,26,25,25,26,25,26,26,26,27,26,26,26,26,26,26,25,26,25,26,26,26,26,25,26,25,26,25,26,25,26,25,26,26,25,26,26,26,25,26,26,25,26,25,26,26,25,26,25,26,25,27,27
26,27,27,65,47,31,26,27,27,26,26,27,26,27,27,26,27,27,26,26,27,26,27,27,27,26,26,26,26,27,26,26,27,26,26,26,26,27,26,28,27,26,27,26,27,26,26,26,27,26,26,26,27,26,26,26,26,26,26,26,26,25,27,27,27,26,25,27,26,26,26,26,27,26,26,26,26,26,26,27
26,27,64,47,30,26,26,27,27,26,26,26,27,26,26,26,26,25,26,27,28,27,26,26,26,25,26,25,27,26,25,26,25,26,25,26,26,28,26,27
