27,26,26,26,26,26,26,26,26,26,25,26,25,26,26,27,26,27,26,27,26,27,26,26,26,27,26,27,26,26,26,27,26,26,27,26,25,100,40,49,30,26,26,27,26,26,26,27,26,26,26,26,28,26,41,27,28,27,34,26,27,26,26,26,26,27,26,26,27,26,27,27,26,28,26,27,25,26,26,26,25,26,25,26,25,26,25,27,27,26,26,26,25,25,26,26,26,26,26,26,26,26,26,25,27,25,26,26,26,25,26,26,26,26,26,26,27
26,26,77,47,30,27,26,27,26,26,27,27,26,26,27,27,26,26,26,26,27,27,27,26,26,26,26,26,26,25,26,26,25,26,25,26,26,26,27,28
26,26,66,47,30,26,26,27,25,27,26,27,26,27,26,26,26,25,27,26,26,26,27,26,26,25,26,26,26,27,26,27,26,27,28,27,26,25,26,26,26,26,26,25,26,25,26,25,27,26,26,26,26,26,26,26,26,26,25,26,25,26,25,26,26,26,25
29,27,91,48,35,27,29,26,26,26,27,26,25,26,26,26,25,26,26,26,26,27,27,25,26,26,26,26,26,26,25,26,27,26,26,28,26,26,25,26,26,25,27,26,26,25,26,26,25,26,26,26,26,26,27,26,25,25,26,25,26,25,25,26,25,26,25,25,26,25,26,25,26,25,25,26,25,25,26,25,26,25,27,26,26,26,26,27,26,25,26,25,26,25,26,25,25,26,25,26,26,25
