27,26,27,27,26,26,27,26,25,26,26,26,25,27,26,27,26,26,26,26,26,26,27,26,26,27,26,26,27,27,26,27,26,27,27,26,26,26,26,25,26,25,26,26,25,26,26,26,28,27,26,27,26,27,26,26,26,27,26,26,27,26,27,26,26,27,27,26,26,27,26,82,45,49,27,27,28,26,35,27,26,26,27,25,31,26,26,28,26,27,27,27,27,26,26,26,27,26,27,26,26,27,26,25,26,28,28,26,26,27,26,26,27,26,26,27,25,27,26,26,26,26,26,26,25,26,26,26,25,26,26,26,27,26,27
26,27,65,47,31,26,26,27,26,26,26,27,26,26,26,26,25,26,26,26,27,25,26,27,26,26,26,25,27,26,26,26,25,26,26,25,26,26,27,27,26,28
26,27,66,47,30,26,27,26,26,26,26,27,26,27,26,26,26,26,26,27,27,27,27,26,26,25,26,26,26,26,26,27,25,26,27,27,26,26,27,26
26,26,72,46,30,26,30,26,26,26,27,26,26,26,27,25,26,26,26,26,26,26,27,27,25,26,26,25,26,26,25,27,26,26,26,27,27,26,27,26,26,26,26,26,26,25,26,26,26,26,26,25,26,27,27,26,25
