27,26,27,27,27,27,26,27,26,26,26,25,26,27,26,26,27,26,26,27,26,26,27,26,27,27,26,27,26,27,26,26,26,26,26,25,26,26,25,26,26,26,26,33,48,89,45,37,27,27,27,27,26,27,26,28,27,26,27,26,26,28,26,27,27,26,27,26,27,27,28,26,27,26,27,26,26,26,27,26,26,26,27,28,26,26,26,25,26,25,26,26,26,25,26,26,26,26,26,27,26,25,26,26,25,26,26,26,25,26,26,27,25,26,26,25,26,25,26,26,27,26,25,26,25,26,26,25,26,26,26,25,26,27,26,26,26,26,26,26,26,26,26,25,26,27,26,26,26,26,26,26,25,27,26,25,26,26,26,26,26,26,26,26,27,26,27,25,26
26,26,26,76,37,29,26,29,26,26,27,27,26,26,26,26,26,26,26,26,27,26,27,26,26,26,26,25,27,27,26,26,26,26,26,26,26,26,26,26,26,27,26,26,26,26,25,26,26,27,26,26,26,25,26,26,26,25,27,26,26,25,26,26,27,26,27
26,26,90,35,26,26,27,26,30,26,27,27,26,26,26,26,27,26,26,27,26,27,26,27,26,26,26,26,26,29,26,26,26,26,25,27,28,26,26,26,26,26,26,25,26,26,26,26,26,27,26,26,26,26,26,26,27
26,27,66,37,27,26,36,26,27,26,27,27,25,26,34,26,26,26,26,27,27,27,26,26,26,26,26,27,27,26,25,28,27,26,26,26,26,26,26,26,26,26,26,26,25,26,25,26,26,26,26,26,26,25,26,25,26,26,25,26,26,25,26,26,25,25,26,26,26,26,27,26,27
