40.1,33.31,32.52,28.84,32.49,34.51,33.77,29.95,32.69,30.29,34.57,37.96,34.99,57.54,36.14,35.04,36.59,93.87,105.63,45.35,47.99,39.91,32.13,33.29,35.01,32.95,30.03,34.46,32.18,32.77,33.86,30.92,32.19,33.72,31.38,34.84,36.59,31.44,49.01,54,32.3,35.13,33.7,30.43,33.93,33.91
47.21,30.17,34.98,28.83,33.58,30.52,63.24,54.59,66.79,40.92,34.59,30.42,33.43,29.97,35.27,33.13,31.45,32.4,34.75,37.06,61.75,34.78,32.97,34.88,31.55,38.72,28.79
44.72,44.26,69.83,49.7,42.02,41.21,33.29,34.32,34.56,32.22,31.61,54.93,73.42,34.56
33.48,53.27,37.41,70.54,41.82,35.87,32.13,34.07,31.26,37.86,33.42,37.95,51.72,55.92,40.06
