37.4,39.59,37.62,66,31.38,33.03,76.43,78.44,41.4,52.26,42.74,32.92,30.98,34.82,41.73,98.41,62.05,37.14,36.53,32.53,35.58,35.55,30.15,31.15,31.48,33.57,31.02,30.27,37.79,33.22,29.38,36.5,31.32,32.39,33.35,35.68,30.97,37.81,34.52,29.56
36.2,49.62,62.26,32.29,41.76,33.27,38.33,34.69,35.63,30.31,30.95,30.66,39.19,62.74,34.86
39.55,48.28,66.74,49.36,40.79,42.48,34.21,33.21,36.66,33.36,29.62,46.04,53.25,52.85
38.49,49.18,65.14,39.1,39.35,33.57,33.33,30.65,33.08,35.25,30.21,49.06,69.44
