38.06,33.71,29.06,32.44,33.38,31.18,31.85,31.4,31.03,34.13,33.35,29.07,33.7,29.9,39.25,44.36,76.24,55.99,54.84,42.85,40.46,30.52,35.92,35.89,30.49,35.89,34.68,32.9,33.3,34.64,31.88,38.89,35.85,34.39,84.79,37.22,43,29.76,38.82,37.02,41.22,35.49,30.46,37.32,35.14
37.07,44.08,30.99,79.28,47.35,40.75,31.04,35.38,29.4,33.5,37.34,36.88,79.66,40.83
54.25,62.93,70.98,44.65,35.05,34.25,33.82,32.69,36.66,43.31,65.61
35.43,33.86,31.21,39.77,40.51,57.87,36.27,39.47,33.55,29.29,32.75,33.53,34.99,30.39,39.54,56.28,37.47
