36.76,33.04,30.04,32.46,35.26,29.84,31.48,31.46,33.06,33.06,30.19,32.17,33.53,31.5,32.68,32.07,31.83,33.66,30.35,31.57,31.93,35.3,44.13,44.49,71.06,39.18,41.04,36.76,37.68,37.36,35.1,32.89,34.33,40.44,37.39,34.18,36.55,34.43,35.98,33.52,36.67,39.53,34.93,29.99,33.59,30.71,32.88,32.88,33.36,40.14,65.78,36.45,37.91,35.7,37.68,36.88,34.49,30.13,38.9,30.71,32.59
49.59,67.57,77.75,42.13,32.88,33.56,31.87,35.81,33.18,32.82,54,55.4
53.17,52.56,57.8,41.09,51.72,30.3,35.99,33.09,33.8,31.49,32.42,41.21,34.42,58.55,58.07
36.05,39.94,60.62,37.41,38.32,34.89,30.4,30.75,33.88,31.21,36.66,39.83,59.68,47.6,35.63,33.23
