32.63,30.42,28.82,27.02,28.62,29.53,34.79,27.67,29.29,26.07,28.44,28.8,27.18,28.11,29.34,28.04,29.57,25.92,28.08,30.17,26.19,29.06,31.09,25.7,28.52,27.65,30.21,26.19,29.25,30.22,26.04,31.15,30.21,26.85,28.12,27.64,31.34,29.79,28.72,28.06,29.21,29.78,26.58,28.43,30.11,26.18,30.25,26.81,26.52,27.71,27.91,29.04,25.37,28.27,33.14,25.64,31.76,36.03,31.61,60.64,26.09,28.98,29.1,31.49,33.48,98.69,34.72,31.25,30.27,33.14,46.41,29.46,31,31.29,30.37,31.19,32.26,27.9,31.86,29.2,31.05,31.69,28.66,28.27,29,28.03,32.41,27.68,28.6,30.23,28.48,27.3,27.71,31.47,27.11,28.58,28.68,29.85,26.4,30.84,33.71,29.4,29.13,26.6,30.22,30.45,28.14,28.77,27.23,28.33,27.18,27,28.33,27.76,29.5,39.59,54.07,33.54,27.3,27.05,31.06,25.89,29.73,31.32,31.66
30.38,32.12,34.49,50.81,29.8,34.12,29.6,30.68,27.95,29.56,26.52,30.19,26.51,29.9,34.37,35.29,29.2,31.44,27.82,28.78,28.36,28.72,31.2,27.18,30.68,28.62,30.29,27.67,27.82,27.92,29.47,31.16,24.12,28.18,28.34,28.79,28.08,27.99,31.17,27.09,27.7,28.61,32.9,39.68,49.51
84.26,51.55,51.18,39.99,30.78,26.25,29.56,30.87,26.31,33.06,32.77,75.71,34.65
57.95,46.03,65.44,39.39,30.63,31.8,27.95,29.56,27.22,28.43,28.81,29.62,48.89,45.93,32.36
