40.11,28.58,31.58,32.1,33.37,30.55,32.15,32.31,64.61,52.4,87.85,96.77,35.93,35.36,34.15,35.72,40.98,36.37,39.8,33.88,34.15,29.21,34.55,33.15,32.59,34.66,56.13,51.24,32.62,37.54,33.88,31.64,31.56,37.18,29.5,33.58,35.84,36.23,31.31,39.89,31.1,35.18,30.05,34.56,35.91,34.96,31.18,33.38,31.73,33.45,32.72
65.22,56.41,78.79,43.55,36.18,34.11,33.46,34.43,34.85,42.47,74.72,45.21
38.68,45.84,84.88,41.58,42.31,33.91,32.87,31.26,36.32,31.96,39.25,81.63
47.36,37.96,70.35,39.28,43.83,33.72,31.59,32.48,32.57,33.42,38.38,87.75
