32.92,28.68,31.07,26.52,29.1,30.28,28.01,37.72,30.22,27.09,28.02,27.64,28.3,36.8,42.13,58.82,23.6,35.06,27.33,28.8,28.41,27.91,30.86,36.53,33.07,32.97,31.74,71.01,59.51,29.76,30.9,32.83,31.21,32.88,30.38,29.01,26.64,29.71,30.96,27.25,31.44,32.16,28.86,31.07,32.88,32.19,34.16,33.76,26.75,29.96,27.54,29.05,29.15,30.5,28.06,31.13,30.99,32.34,28.98,29.32,35.43,33.59,30.73,32.28,30.31,29.1,31.5,32.68,27.62,30.25,28.29,28.73,30.13,30.28,30.98,26.23,29.48,31.41,29.93,27.48,30.67,28.94,28.65,30.61,27.26,28.52,34.4,36.22,38.88,41.1,31.44,32.64,29.77,27.8,27.39,33.31,27.25
28.87,35.05,34.61,53.04,37.39,25.91,30.62,28.81,29.81,27.22,29.74,28.24,27.59,32.97,31.81,31.84,27.34,28.54,29.41,33.2,28.22,28.91,30.55,27.52,32.9,27.83,27.96,26.86,27.99,30.26,27.94,28.17,28.87,28.13,27.81,30.7,29.89,29.34,30.04,30.24,27.75,29.9,34.05,56.88
81.41,44.74,54.66,32.8,41.67,30.03,29.21,30.18,29.95,30.4,29.21,84.44,36.21
33.06,35.22,64.31,34.86,36.98,50.01,30.63,28.93,29.39,29.74,30.5,33.19,42.65,32.85,32.04,67
