26,26,27,25,26,26,26,27,26,25,26,25,26,25,25,25,26,25,25,25,25,26,28,26,26,29,48,27,26,30,27,26,26,27,26,26,26,26,27,26,26,26,25,27,25,26,25,28,25,27,26,27,26,27,26,25,38,27,27,26,26,25,26,26,27,25,48,27,26,26,26,26,26,26,26,26,27,26,25,26,25,27,26,26,26,26,26,26,26,25,26,27,26,26,26,26,30,26,32
27,26,25,26,25,25,27,26,25,26,26,26,33,33,27,26,26,38,27,30,28
28,26,26,27,26,26,25,26,26,26,26,25,26,26,37,28,26,26,26,26,26,26,25,26,26,37,27,25,31,27
26,27,25,26,26,27,25,27,27,25,26,26,26,32,28,29,27,27,26,26,25,26,25,26,37,27,26,30,28
