27,26,27,26,27,27,26,28,26,26,26,26,27,27,27,26,27,27,26,27,27,27,27,28,27,27,27,27,27,27,27,26,27,27,29,54,29,27,27,27,27,28,27,27,26,27,27,27,27,28,27,27,27,27,27,27,27,29,27,27,26,27,27,27,26,27,27,27,27,29,27,39,29,27,26,27,26,27,29,26,26,47,27,27,27,27,27,26,27,26,27,26,27,26,26,27,26,26,27,27,26,26,27,26,26,26,27,26,26,26,27,27,26,27,26,27,26,27,28,26,29,27,34
26,27,26,26,27,26,27,26,26,27,26,27,29,29,34,26,31,28,27,26,27,26,26,27,26,26,43,28,33,28,26,27,26,27,26,26,26,27,26,28,26,26,79,33,29,27,26,27,27,27,26,27,26,27,26,26,27,26,26,26,27,26,27,26,26,27,26,25,26,26,26,26,26,26,26
26,27,26,26,26,26,26,27,26,26,26,26,26,27,30,27,32,31,30,32,27,38,28,27,31,28,27,26,27,27,27,27,27,27,27,26,26,26,27,25,26
27,27,27,27,27,27,26,31,26,26,26,26,26,26,27,30,32,29,27,45,28,32,28,27,27,27,26,27,27
