26,27,28,26,27,26,27,27,27,26,27,26,26,26,26,26,27,26,26,26,26,26,26,31,30,62,29,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,29,27,26,26,26,27,27,26,26,26,27,27,27,27,27,39,27,28,28,26,27,29,26,49,27,28,27,27,26,26,27,27,27,27,27,27,27,26,27,26,27,28,27,36
27,26,27,26,27,26,27,26,27,26,27,27,30,33,32,28,40,27,30,28
26,27,27,26,27,26,26,28,27,27,27,27,30,32,29,51,28,27,27,31,28,31,26
27,26,26,26,26,26,26,25,26,27,27,26,29,32,29,30,27,27,26,38,27,31,28
