26,27,26,26,25,26,26,26,25,26,25,26,25,26,26,25,26,26,26,26,26,26,25,26,26,27,29,53,32,27,27,27,26,26,25,26,25,26,26,25,26,26,26,26,26,26,27,28,26,27,27,26,26,26,25,26,26,26,26,26,26,27,26,26,26,26,26,48,27,27,26,26,26,26,26,26,26,26,25,26,26,25,26,26,26,26,26,25,26,25,25,26,25,26,25,26,25,26,25,26,25,27,25,25,89,27,26,26,38,27,29
26,27,26,26,25,26,26,26,25,26,25,26,28,27,29,32,27,27,26,26,25,26,26,25,42,26,27,27,27,26,26,26,28,46,27,26,31,28
26,26,26,25,25,26,25,26,25,26,25,26,30,26,34,27,26,38,27,25,31,27
26,26,25,26,25,25,25,26,25,25,25,26,28,27,30,31,28,38,27,30,28
