27,26,26,26,26,26,26,26,26,25,27,25,26,25,27,26,26,26,26,26,27,30,29,50,27,38,27,26,27,28,26,26,26,26,25,27,26,26,26,26,28,28,26,26,26,26,26,27,26,26,26,26,26,38,26,28,28,26,26,28,26,49,27,27,26,27,26,25,27,26,26,27,25,27,25,26,26,26,29,27,34
26,26,26,25,26,26,26,26,25,26,26,27,32,32,27,26,37,27,26,31,27
26,26,25,26,25,26,25,25,26,25,25,26,38,39,28,26,26,25,31,27
26,26,26,26,25,26,25,26,25,27,25,26,33,41,27,29,27,31,27
